D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_56_101.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_56_101.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_56_101.jpg, -0.0772329, 1, 0, 16.54217
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_56_204.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_56_204.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_56_204.jpg, -0.3724125, 1, 0, 17.67332
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_56_304.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_56_304.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_56_304.jpg, -0.6756544, 1, 0, 18.38843
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_56_408.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_56_408.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_56_408.jpg, -0.5568832, 1, 0, 19.39354
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_56_512.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_56_512.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_56_512.jpg, -0.2606353, 1, 0, 20.33327
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_56_616.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_56_616.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_56_616.jpg, 0, 1, 0, 21.40298
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_56_719.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_56_719.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_56_719.jpg, 0, 1, 0, 22.33266
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_56_821.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_56_821.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_56_821.jpg, 0, 1, 0, 23.52507
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_56_923.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_56_923.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_56_923.jpg, 0, 1, 0, 24.50441
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_57_025.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_57_025.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_57_025.jpg, -0.1852533, 1, 0, 25.45138
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_57_128.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_57_128.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_57_128.jpg, -0.3827173, 1, 0, 26.2825
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_57_232.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_57_232.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_57_232.jpg, -0.07218811, 1, 0, 27.22014
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_57_336.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_57_336.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_57_336.jpg, 0, 1, 0, 28.1432
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_57_440.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_57_440.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_57_440.jpg, -0.1777335, 1, 0, 29.24288
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_57_542.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_57_542.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_57_542.jpg, -0.4843664, 1, 0, 30.02435
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_57_645.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_57_645.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_57_645.jpg, -0.2869663, 1, 0, 30.19076
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_57_747.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_57_747.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_57_747.jpg, 0, 1, 0, 30.18686
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_57_850.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_57_850.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_57_850.jpg, 0, 1, 0, 30.18966
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_57_950.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_57_950.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_57_950.jpg, 0, 1, 0, 30.19026
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_58_051.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_58_051.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_58_051.jpg, 0, 1, 0, 30.19028
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_58_154.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_58_154.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_58_154.jpg, 0, 1, 0, 30.19028
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_58_255.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_58_255.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_58_255.jpg, -0.2617665, 1, 0, 30.17352
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_58_357.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_58_357.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_58_357.jpg, -0.2567637, 1, 0, 30.18559
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_58_462.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_58_462.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_58_462.jpg, 0, 1, 0, 30.18906
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_58_565.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_58_565.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_58_565.jpg, 0, 1, 0, 30.19016
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_58_666.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_58_666.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_58_666.jpg, 0, 1, 0, 30.19034
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_58_771.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_58_771.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_58_771.jpg, 0, 1, 0, 30.19029
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_58_873.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_58_873.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_58_873.jpg, 0, 1, 0, 30.19027
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_58_973.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_58_973.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_58_973.jpg, -0.1698945, 1, 0, 30.18268
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_59_077.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_59_077.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_59_077.jpg, 0, 1, 0, 30.19015
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_59_181.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_59_181.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_59_181.jpg, 0, 1, 0, 30.19025
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_59_285.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_59_285.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_59_285.jpg, 0, 1, 0, 30.19032
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_59_389.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_59_389.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_59_389.jpg, 0, 1, 0, 30.19031
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_59_491.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_59_491.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_59_491.jpg, -0.1937817, 1, 0, 30.18001
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_59_592.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_59_592.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_59_592.jpg, -0.4909722, 1, 0, 30.14316
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_59_694.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_59_694.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_59_694.jpg, -0.1936401, 1, 0, 30.19213
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_59_797.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_59_797.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_59_797.jpg, 0, 1, 0, 30.1881
D:\self-driving-car\recording\IMG\center_2020_12_11_10_42_59_901.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_42_59_901.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_42_59_901.jpg, 0, 1, 0, 30.19007
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_00_001.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_00_001.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_00_001.jpg, 0, 1, 0, 30.19027
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_00_105.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_00_105.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_00_105.jpg, 0, 1, 0, 30.19034
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_00_205.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_00_205.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_00_205.jpg, 0, 1, 0, 30.19032
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_00_310.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_00_310.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_00_310.jpg, 0, 1, 0, 30.1903
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_00_416.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_00_416.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_00_416.jpg, 0, 1, 0, 30.19029
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_00_518.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_00_518.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_00_518.jpg, 0, 1, 0, 30.19031
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_00_622.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_00_622.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_00_622.jpg, 0, 1, 0, 30.19034
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_00_727.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_00_727.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_00_727.jpg, 0, 1, 0, 30.19022
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_00_828.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_00_828.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_00_828.jpg, -0.3051267, 1, 0, 30.16702
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_00_933.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_00_933.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_00_933.jpg, -0.4626444, 1, 0, 30.15398
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_01_036.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_01_036.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_01_036.jpg, -0.1678599, 1, 0, 30.19321
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_01_139.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_01_139.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_01_139.jpg, 0, 1, 0, 30.18843
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_01_243.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_01_243.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_01_243.jpg, 0, 1, 0, 30.19015
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_01_345.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_01_345.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_01_345.jpg, 0, 1, 0, 30.19032
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_01_448.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_01_448.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_01_448.jpg, 0, 1, 0, 30.19029
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_01_551.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_01_551.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_01_551.jpg, -0.1905369, 1, 0, 30.1807
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_01_652.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_01_652.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_01_652.jpg, -0.1482225, 1, 0, 30.18978
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_01_756.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_01_756.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_01_756.jpg, 0, 1, 0, 30.18969
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_01_856.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_01_856.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_01_856.jpg, 0, 1, 0, 30.19044
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_01_959.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_01_959.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_01_959.jpg, 0, 1, 0, 30.19031
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_02_061.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_02_061.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_02_061.jpg, 0, 1, 0, 30.19031
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_02_162.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_02_162.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_02_162.jpg, -0.1048335, 1, 0, 30.18753
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_02_263.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_02_263.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_02_263.jpg, -0.406746, 1, 0, 30.15355
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_02_367.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_02_367.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_02_367.jpg, -0.2299925, 1, 0, 30.19028
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_02_472.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_02_472.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_02_472.jpg, 0, 1, 0, 30.18708
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_02_574.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_02_574.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_02_574.jpg, 0, 1, 0, 30.18998
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_02_676.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_02_676.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_02_676.jpg, 0, 1, 0, 30.1903
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_02_777.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_02_777.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_02_777.jpg, 0, 1, 0, 30.19032
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_02_880.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_02_880.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_02_880.jpg, 0.1512228, 1, 0, 30.1839
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_02_981.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_02_981.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_02_981.jpg, 0.1806777, 1, 0, 30.18728
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_03_082.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_03_082.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_03_082.jpg, 0, 1, 0, 30.1894
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_03_182.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_03_182.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_03_182.jpg, 0, 1, 0, 30.19015
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_03_285.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_03_285.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_03_285.jpg, -0.1495803, 1, 0, 30.18292
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_03_388.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_03_388.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_03_388.jpg, -0.2970441, 1, 0, 30.17264
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_03_491.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_03_491.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_03_491.jpg, 0, 1, 0, 30.1884
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_03_595.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_03_595.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_03_595.jpg, 0, 1, 0, 30.18984
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_03_695.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_03_695.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_03_695.jpg, 0, 1, 0, 30.19027
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_03_801.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_03_801.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_03_801.jpg, 0, 1, 0, 30.19059
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_03_905.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_03_905.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_03_905.jpg, -0.08812139, 1, 0, 30.18854
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_04_009.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_04_009.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_04_009.jpg, -0.385938, 1, 0, 30.15722
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_04_111.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_04_111.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_04_111.jpg, -0.1431045, 1, 0, 30.19155
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_04_215.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_04_215.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_04_215.jpg, 0, 1, 0, 30.18917
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_04_316.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_04_316.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_04_316.jpg, 0, 1, 0, 30.19018
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_04_417.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_04_417.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_04_417.jpg, 0, 1, 0, 30.19029
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_04_521.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_04_521.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_04_521.jpg, 0, 1, 0, 30.19031
D:\self-driving-car\recording\IMG\center_2020_12_11_10_43_04_625.jpg, D:\self-driving-car\recording\IMG\left_2020_12_11_10_43_04_625.jpg, D:\self-driving-car\recording\IMG\right_2020_12_11_10_43_04_625.jpg, 0, 1, 0, 30.19009
